t,x,y,pupil
0.0,0.253,0.1461,3.191
0.033,0.2697,0.1807,2.598
0.067,0.2635,0.164,3.792
0.1,0.259,0.078,3.919
0.133,0.2746,0.1703,3.279
0.167,0.2711,0.1842,3.371
0.2,0.2875,0.1812,3.588
0.233,0.2834,0.1676,4.111
0.267,0.2705,0.1735,3.891
0.3,0.2818,0.1514,3.179
0.333,0.2767,0.1572,2.789
0.367,0.2745,0.1585,4.14
0.4,0.2547,0.1613,3.878
0.433,0.2601,0.1296,3.875
0.467,0.2424,0.154,3.643
0.5,0.2794,0.1513,3.146
0.533,0.2717,0.1656,2.978
0.567,0.2406,0.1558,3.622
0.6,0.2713,0.1992,3.738
0.633,0.2465,0.1596,2.981
0.667,0.2561,0.1728,3.122
0.7,0.2569,0.1164,3.184
0.733,0.5962,0.7627,3.953
0.767,0.6178,0.7776,3.168
0.8,0.6759,0.7902,3.588
0.833,0.6363,0.7935,3.274
0.867,0.6604,0.8052,3.115
0.9,0.659,0.7905,4.136
0.933,0.6304,0.7973,2.304
0.967,0.6622,0.7874,3.196
1.0,0.6403,0.7897,3.218
1.033,0.6131,0.7913,3.657
1.067,0.6425,0.787,2.955
1.1,0.654,0.783,3.546
1.133,0.6281,0.7939,3.785
1.167,0.6666,0.7614,3.17
1.2,0.6525,0.795,3.116
1.233,0.667,0.801,3.978
1.267,0.4853,1.0,4.208
1.3,0.4926,0.9763,3.843
1.333,0.4465,1.0,3.519
1.367,0.4562,1.0,3.695
1.4,0.481,1.0,3.747
1.433,0.4631,1.0,3.745
1.467,0.4808,1.0,3.003
1.5,0.4801,0.9778,3.82
1.533,0.4778,1.0,3.467
1.567,0.4717,1.0,2.911
1.6,1.0,0.4205,3.879
1.633,0.9507,0.4328,3.631
1.667,0.9877,0.4086,3.645
1.7,1.0,0.4164,3.471
1.733,0.9713,0.4398,3.287
1.767,1.0,0.4147,3.81
1.8,1.0,0.4196,3.817
1.833,1.0,0.4365,3.455
1.867,0.9746,0.4423,3.441
1.9,1.0,0.4183,3.203
1.933,1.0,0.4485,3.979
1.967,1.0,0.3848,3.362
2.0,1.0,0.4104,2.915
2.033,0.9973,0.4417,3.038
2.067,1.0,0.3948,4.171
2.1,1.0,0.4091,3.826
2.133,1.0,0.398,3.459
2.167,1.0,0.4109,4.23
2.2,1.0,0.4186,2.767
2.233,1.0,0.4082,3.49
2.267,0.9984,0.4168,3.354
2.3,1.0,0.4521,3.35
2.333,0.5006,0.3536,3.669
2.367,0.5411,0.335,2.797
2.4,0.556,0.3315,3.143
2.433,0.5258,0.319,4.012
2.467,0.5026,0.3867,3.983
2.5,0.5332,0.334,3.048
2.533,0.5186,0.3471,3.883
2.567,0.5155,0.2941,2.198
2.6,0.5626,0.3448,3.52
2.633,0.5162,0.3295,4.137
2.667,0.5147,0.3587,3.153
2.7,0.5485,0.3336,3.602
2.733,0.5172,0.3249,3.523
2.767,0.5241,0.3392,3.635
2.8,0.5427,0.3496,3.321
2.833,0.5366,0.3425,3.503
2.867,0.5698,0.3043,4.058
2.9,0.5271,0.3118,3.472
2.933,0.5231,0.351,2.769
2.967,0.5237,0.3001,3.191
3.0,0.4923,0.3134,3.794
3.033,0.2934,0.0369,3.212
3.067,0.286,0.0,3.083
3.1,0.3232,0.0027,3.828
3.133,0.3134,0.0292,3.711
3.167,0.2716,0.0141,3.906
3.2,0.2796,0.0,4.237
3.233,0.2802,0.0,3.946
3.267,0.2862,0.0,3.111
3.3,0.2842,0.04,3.75
3.333,0.2839,0.0,2.997
3.367,0.2991,0.0,4.114
3.4,0.2279,0.0106,3.681
3.433,0.2694,0.0,3.427
3.467,0.3042,0.0,3.596
3.5,0.2773,0.0139,3.384
3.533,0.2693,0.0027,2.937
3.567,0.2921,0.0,3.632
3.6,0.282,0.0,3.388
3.633,0.2868,0.0,2.905
3.667,0.8008,0.2381,3.17
3.7,0.7811,0.1959,3.216
3.733,0.7883,0.1417,3.343
3.767,0.8387,0.1966,3.837
3.8,0.7909,0.1981,3.749
3.833,0.8078,0.2009,2.833
3.867,0.8124,0.2346,3.967
3.9,0.8022,0.1905,3.8
