t,x,y,pupil
0.0,0.7639,0.8503,3.922
0.033,0.7634,0.8006,3.292
0.067,0.7216,0.8535,3.401
0.1,0.7428,0.8412,3.883
0.133,0.7425,0.8284,3.851
0.167,0.7593,0.8591,3.504
0.2,0.7387,0.8807,3.86
0.233,0.7229,0.8413,4.035
0.267,0.751,0.8522,3.549
0.3,0.7459,0.8204,3.695
0.333,0.7558,0.8796,3.167
0.367,0.763,0.8618,3.32
0.4,0.3194,0.5413,3.611
0.433,0.3331,0.5643,3.485
0.467,0.358,0.558,3.647
0.5,0.3307,0.5238,3.598
0.533,0.3917,0.6118,3.607
0.567,0.3398,0.5174,3.377
0.6,0.3818,0.5708,3.493
0.633,0.3028,0.5671,3.424
0.667,0.3354,0.6003,3.995
0.7,0.3355,0.5185,3.661
0.733,0.3387,0.5627,3.33
0.767,0.3458,0.5797,3.726
0.8,0.296,0.567,3.735
0.833,0.3341,0.5418,3.021
0.867,0.3258,0.5975,3.68
0.9,0.3241,0.5521,4.127
0.933,0.3285,0.5791,2.618
0.967,0.3135,0.5763,3.896
1.0,0.3472,0.5558,3.962
1.033,0.8905,0.723,3.306
1.067,0.9368,0.6928,3.784
1.1,0.9297,0.6895,3.403
1.133,0.9466,0.665,3.579
1.167,0.9284,0.6809,3.933
1.2,0.9384,0.6609,4.11
1.233,0.9197,0.6574,3.485
1.267,0.9121,0.7058,3.957
1.3,0.9081,0.699,3.01
1.333,0.9213,0.6588,3.911
1.367,0.9441,0.6379,3.257
1.4,0.9467,0.6681,4.249
1.433,0.8996,0.6698,2.486
1.467,0.8999,0.6454,3.774
1.5,0.9541,0.6877,3.37
1.533,0.928,0.688,2.967
1.567,0.9053,0.6664,3.058
1.6,0.8832,0.6399,2.931
1.633,0.9332,0.6787,3.25
1.667,0.9124,0.6859,3.443
1.7,0.902,0.6656,3.874
1.733,0.9309,0.6514,3.14
1.767,0.5689,0.0989,3.887
1.8,0.5688,0.1028,3.8
1.833,0.5751,0.1401,4.138
1.867,0.5799,0.0957,3.404
1.9,0.6026,0.1261,3.617
1.933,0.6054,0.0961,3.007
1.967,0.5662,0.0897,3.232
2.0,0.6223,0.1277,3.861
2.033,0.5891,0.0962,3.641
2.067,0.6037,0.0882,2.915
2.1,0.6181,0.1232,3.075
2.133,0.6008,0.0858,3.138
2.167,0.5822,0.082,4.52
2.2,0.6049,0.1098,3.502
2.233,0.5933,0.0889,2.593
2.267,0.5734,0.0604,2.699
2.3,0.585,0.1166,3.848
2.333,0.5605,0.1257,3.219
2.367,0.5812,0.0966,3.074
2.4,0.6267,0.1122,4.156
2.433,0.6004,0.0836,2.994
2.467,0.5657,0.1054,3.522
2.5,0.5913,0.053,3.493
2.533,0.5984,0.0839,2.965
2.567,0.59,0.1091,3.367
2.6,0.5894,0.1249,3.449
2.633,0.5826,0.1076,2.981
2.667,0.6063,0.1162,3.362
2.7,0.6008,0.1074,3.596
2.733,0.5796,0.0793,3.281
2.767,0.621,0.0939,3.245
2.8,0.5939,0.1075,3.091
2.833,0.5805,0.046,4.232
2.867,0.5859,0.1042,3.587
2.9,0.5837,0.0986,4.047
2.933,0.5469,0.088,3.47
2.967,0.6237,0.1057,4.034
3.0,0.6002,0.0776,3.242
3.033,0.7681,0.4058,3.073
3.067,0.7389,0.3757,3.37
3.1,0.7316,0.4043,3.604
3.133,0.7554,0.4141,3.308
3.167,0.7041,0.4054,3.367
3.2,0.7652,0.3785,3.091
3.233,0.7656,0.4567,3.304
3.267,0.7538,0.4127,3.789
3.3,0.7743,0.4299,2.685
3.333,0.7355,0.4007,3.135
3.367,0.7876,0.3604,4.104
3.4,0.787,0.3729,3.741
3.433,0.7545,0.3996,3.824
3.467,0.7868,0.4355,3.892
3.5,0.7412,0.4369,3.44
3.533,0.7694,0.413,3.545
3.567,0.7404,0.4232,3.181
3.6,0.7459,0.435,3.476
3.633,0.7574,0.3982,3.578
3.667,0.7744,0.391,4.026
3.7,0.7388,0.4085,3.15
3.733,0.7695,0.3863,3.489
3.767,0.7595,0.3669,3.489
3.8,0.7304,0.412,3.618
3.833,0.7677,0.4543,3.507
3.867,0.742,0.4204,3.026
3.9,0.7567,0.3909,3.125
3.933,0.739,0.417,3.758
3.967,0.7315,0.423,3.727
4.0,0.7585,0.4419,3.912
4.033,0.7503,0.3988,3.527
4.067,0.781,0.486,3.144
4.1,0.7859,0.519,3.637
4.133,0.7755,0.4921,3.231
4.167,0.7404,0.479,3.878
4.2,0.7762,0.4925,3.043
4.233,0.7776,0.4869,3.202
4.267,0.764,0.5271,3.654
4.3,0.7598,0.4829,3.665
4.333,0.7728,0.5043,3.447
4.367,0.7703,0.4978,3.552
4.4,0.7875,0.4849,3.354
4.433,0.774,0.5195,3.583
4.467,0.7574,0.4977,3.324
4.5,0.7452,0.4427,3.51
4.533,0.7873,0.5035,3.9
4.567,0.7497,0.4878,3.601
4.6,0.7809,0.4934,3.757
4.633,0.8317,0.4741,3.741
4.667,0.7736,0.4944,3.775
4.7,0.7711,0.4757,3.367
4.733,0.7746,0.4934,3.792
4.767,0.763,0.5185,3.554
4.8,0.7765,0.4935,2.872
4.833,0.7592,0.5126,3.55
4.867,0.8027,0.5179,3.208
4.9,0.7796,0.5062,3.215
4.933,0.7776,0.493,3.648
4.967,0.7886,0.4809,2.5
5.0,0.7976,0.4506,3.416
5.033,0.7688,0.5065,3.131
5.067,0.7872,0.4908,3.369
5.1,0.8232,0.5001,3.468
5.133,0.7922,0.485,3.535
5.167,0.7881,0.4784,3.79
5.2,0.784,0.5189,4.246
5.233,0.7974,0.4934,3.183
5.267,0.7739,0.4982,3.108
5.3,0.8021,0.4905,3.679
5.333,0.7884,0.485,4.105
5.367,0.7801,0.4932,2.839
5.4,0.778,0.5154,3.644
5.433,0.8165,0.5044,3.428
5.467,0.8386,0.4323,3.633
5.5,0.844,0.4802,3.638
5.533,0.8377,0.4563,3.298
5.567,0.8525,0.512,3.248
5.6,0.807,0.4842,3.129
5.633,0.8488,0.4859,3.159
5.667,0.8326,0.4818,3.385
5.7,0.8313,0.4885,3.212
5.733,0.2863,0.2905,3.956
5.767,0.3151,0.2811,4.018
5.8,0.2996,0.2745,3.78
5.833,0.2989,0.2808,4.025
5.867,0.3363,0.2443,3.186
5.9,0.3043,0.2732,3.153
5.933,0.2781,0.2439,2.895
5.967,0.3304,0.2186,4.309
6.0,0.3067,0.2492,2.912
6.033,0.3094,0.2936,3.314
6.067,0.3299,0.2481,4.045
6.1,0.3284,0.292,3.556
6.133,0.3086,0.2641,4.153
6.167,0.308,0.2843,3.966
6.2,0.3035,0.274,3.435
6.233,0.3039,0.2915,3.807
6.267,0.3101,0.2766,2.571
6.3,0.3203,0.2681,3.491
6.333,0.3489,0.2451,3.266
6.367,0.3387,0.2784,2.481
6.4,0.2832,0.2579,2.882
6.433,0.3062,0.2364,3.734
6.467,0.3104,0.2859,3.872
6.5,0.3301,0.2938,3.499
6.533,0.3119,0.2724,4.099
6.567,0.314,0.2793,3.924
6.6,0.2839,0.2726,3.432
6.633,0.3465,0.2756,4.781
6.667,0.3378,0.295,3.535
6.7,0.3131,0.255,3.128
6.733,0.5457,0.385,3.707
6.767,0.5758,0.4047,2.928
6.8,0.5868,0.3826,3.14
6.833,0.5506,0.382,3.101
6.867,0.5788,0.3926,4.367
6.9,0.5855,0.379,3.936
6.933,0.5724,0.4128,2.856
6.967,0.5838,0.3738,3.495
7.0,0.5677,0.4024,3.51
7.033,0.5662,0.3872,3.042
7.067,0.5495,0.3808,3.638
7.1,0.5691,0.4034,3.846
7.133,0.5507,0.4101,3.48
7.167,0.5419,0.3694,4.069
7.2,0.5777,0.3895,4.456
7.233,0.5401,0.3971,3.636
7.267,0.5816,0.4027,3.752
7.3,0.557,0.415,3.115
7.333,0.5663,0.373,3.851
7.367,0.5563,0.3938,3.737
7.4,0.5739,0.3721,3.493
7.433,0.5841,0.417,3.121
7.467,0.563,0.411,3.6
7.5,0.5723,0.4019,3.642
7.533,0.5731,0.3826,3.626
7.567,0.788,0.7203,3.408
7.6,0.8072,0.7361,3.53
7.633,0.809,0.7623,3.359
7.667,0.7756,0.7358,2.941
7.7,0.8209,0.7737,3.471
7.733,0.7644,0.7527,3.428
7.767,0.8227,0.7697,3.496
7.8,0.7797,0.76,3.806
7.833,0.802,0.7437,3.448
7.867,0.8154,0.7332,3.079
7.9,0.7986,0.7677,2.989
7.933,0.7959,0.7544,3.054
7.967,0.7989,0.7192,3.337
8.0,0.7783,0.7284,3.458
8.033,0.813,0.7762,3.549
8.067,0.7988,0.7807,3.435
8.1,0.8079,0.746,4.782
8.133,0.811,0.7604,3.156
8.167,0.7983,0.7658,2.066
8.2,0.8031,0.743,3.43
8.233,0.7889,0.7373,3.405
8.267,0.7885,0.7502,3.985
8.3,0.8048,0.7671,3.398
8.333,0.7572,0.7531,3.548
8.367,0.8062,0.7674,3.871
8.4,0.7465,0.7541,3.455
8.433,0.7465,0.7541,3.159
8.467,0.7465,0.7541,3.46
8.5,0.7465,0.7541,3.551
8.533,0.7465,0.7541,3.205
8.567,0.7465,0.7541,3.041
8.6,0.7465,0.7541,3.485
8.633,0.7465,0.7541,3.728
8.667,0.7465,0.7541,3.14
8.7,0.7465,0.7541,2.925
8.733,0.7465,0.7541,2.868
8.767,0.7465,0.7541,4.234
8.8,0.7465,0.7541,2.613
8.833,0.7465,0.7541,3.112
8.867,0.7465,0.7541,3.942
8.9,0.7465,0.7541,3.819
8.933,0.7465,0.7541,3.582
8.967,0.7465,0.7541,3.593
9.0,0.7465,0.7541,3.244
9.033,0.7465,0.7541,3.318
9.067,0.7465,0.7541,3.517
9.1,0.7465,0.7541,3.5
9.133,0.7465,0.7541,3.19
9.167,0.7465,0.7541,3.616
9.2,0.7465,0.7541,2.817
9.233,0.7465,0.7541,4.56
9.267,0.7465,0.7541,2.916
9.3,0.7465,0.7541,3.473
9.333,0.7465,0.7541,3.468
9.367,0.7465,0.7541,2.848
9.4,0.7465,0.7541,4.265
9.433,0.7465,0.7541,2.807
9.467,0.7465,0.7541,4.019
9.5,0.7465,0.7541,2.91
9.533,0.7465,0.7541,3.748
9.567,0.7465,0.7541,3.54
9.6,0.7465,0.7541,3.907
9.633,0.7465,0.7541,3.146
9.667,0.7465,0.7541,3.267
9.7,0.7465,0.7541,3.645
9.733,0.7465,0.7541,3.737
9.767,0.7465,0.7541,3.286
9.8,0.7465,0.7541,3.549
9.833,0.7465,0.7541,3.278
9.867,0.7465,0.7541,3.71
9.9,0.7465,0.7541,2.932
9.933,0.7465,0.7541,3.638
9.967,0.7465,0.7541,3.804
10.0,0.7465,0.7541,3.175
10.033,0.7465,0.7541,3.215
10.067,0.7465,0.7541,3.783
10.1,0.7465,0.7541,4.196
10.133,0.7465,0.7541,3.946
10.167,0.7465,0.7541,4.01
10.2,0.7465,0.7541,3.999
10.233,0.7465,0.7541,3.229
10.267,0.7465,0.7541,2.962
10.3,0.7465,0.7541,2.987
10.333,0.7465,0.7541,2.978
10.367,0.7465,0.7541,3.432
10.4,0.7465,0.7541,4.199
10.433,0.7465,0.7541,3.082
10.467,0.7465,0.7541,2.847
10.5,0.7465,0.7541,3.894
10.533,0.7465,0.7541,4.053
10.567,0.7465,0.7541,3.484
10.6,0.7465,0.7541,4.02
10.633,0.7465,0.7541,3.865
10.667,0.7465,0.7541,4.26
10.7,0.7465,0.7541,3.515
10.733,0.7465,0.7541,3.319
10.767,0.7465,0.7541,3.901
10.8,0.7465,0.7541,3.369
10.833,0.7465,0.7541,2.727
10.867,0.7465,0.7541,3.053
10.9,0.7465,0.7541,3.866
10.933,0.7465,0.7541,3.675
10.967,0.7465,0.7541,3.056
11.0,0.7465,0.7541,3.659
11.033,0.7465,0.7541,4.13
11.067,0.7465,0.7541,2.867
11.1,0.7465,0.7541,3.444
11.133,0.7465,0.7541,2.562
11.167,0.7465,0.7541,3.62
11.2,0.7465,0.7541,3.64
11.233,0.7465,0.7541,3.477
11.267,0.7465,0.7541,3.521
11.3,0.7465,0.7541,3.156
11.333,0.7465,0.7541,3.367
11.367,0.7465,0.7541,3.142
11.4,0.7465,0.7541,4.008
11.433,0.7465,0.7541,3.575
11.467,0.7465,0.7541,3.904
11.5,0.7465,0.7541,3.815
11.533,0.7465,0.7541,3.165
11.567,0.7465,0.7541,3.614
11.6,0.7465,0.7541,3.203
11.633,0.7465,0.7541,3.403
11.667,0.7465,0.7541,3.42
11.7,0.7465,0.7541,3.001
11.733,0.7465,0.7541,4.412
11.767,0.7465,0.7541,3.304
11.8,0.7465,0.7541,3.631
11.833,0.7465,0.7541,3.54
11.867,0.7465,0.7541,4.039
11.9,0.7465,0.7541,3.188
11.933,0.7465,0.7541,3.241
11.967,0.7465,0.7541,2.634
12.0,0.7465,0.7541,3.144
12.033,0.7465,0.7541,3.878
12.067,0.7465,0.7541,3.352
12.1,0.7465,0.7541,3.886
12.133,0.7465,0.7541,3.997
12.167,0.7465,0.7541,3.516
12.2,0.7465,0.7541,3.704
12.233,0.7465,0.7541,3.435
12.267,0.7465,0.7541,2.785
12.3,0.7465,0.7541,4.015
12.333,0.7465,0.7541,3.708
12.367,0.7465,0.7541,4.088
12.4,0.7465,0.7541,3.208
12.433,0.7465,0.7541,3.486
12.467,0.7465,0.7541,3.56
12.5,0.7465,0.7541,3.282
12.533,0.7465,0.7541,3.157
12.567,0.7465,0.7541,4.639
12.6,0.7465,0.7541,3.478
12.633,0.7465,0.7541,3.893
12.667,0.7465,0.7541,3.478
12.7,0.7465,0.7541,3.417
12.733,0.7465,0.7541,3.559
12.767,0.7465,0.7541,3.584
12.8,0.7465,0.7541,4.419
12.833,0.7465,0.7541,3.241
12.867,0.7465,0.7541,4.093
12.9,0.7465,0.7541,3.873
12.933,0.7465,0.7541,2.987
12.967,0.7465,0.7541,3.466
13.0,0.7465,0.7541,3.077
13.033,0.7465,0.7541,2.897
13.067,0.7465,0.7541,3.16
13.1,0.7465,0.7541,3.672
13.133,0.7465,0.7541,2.945
13.167,0.7465,0.7541,3.903
13.2,0.7465,0.7541,3.809
13.233,0.7465,0.7541,3.307
13.267,0.7465,0.7541,2.314
13.3,0.7465,0.7541,3.365
13.333,0.7465,0.7541,2.664
13.367,0.7465,0.7541,3.079
13.4,0.7465,0.7541,2.959
13.433,0.7465,0.7541,3.505
13.467,0.7465,0.7541,3.815
13.5,0.7465,0.7541,3.637
13.533,0.7465,0.7541,3.906
13.567,0.7465,0.7541,3.31
13.6,0.7465,0.7541,3.389
13.633,0.7465,0.7541,3.9
13.667,0.7465,0.7541,3.905
13.7,0.7465,0.7541,3.708
13.733,0.7465,0.7541,3.614
13.767,0.7465,0.7541,3.748
13.8,0.7465,0.7541,3.334
13.833,0.7465,0.7541,3.516
13.867,0.7465,0.7541,4.218
13.9,0.7465,0.7541,3.121
13.933,0.7465,0.7541,3.864
13.967,0.7465,0.7541,3.673
