t,x,y,pupil
0.0,0.4187,0.0,3.658
0.033,0.4294,0.0,3.93
0.067,0.4656,0.0,3.926
0.1,0.4294,0.0641,3.683
0.133,0.4126,0.0105,3.347
0.167,0.4408,0.0132,3.869
0.2,0.6207,0.2386,3.762
0.233,0.6234,0.2105,3.06
0.267,0.6053,0.2436,3.705
0.3,0.6023,0.2524,3.082
0.333,0.6227,0.2616,2.536
0.367,0.5836,0.2745,3.032
0.4,0.5982,0.2853,2.925
0.433,0.619,0.2748,3.437
0.467,0.592,0.2631,3.368
0.5,0.6243,0.2324,3.632
0.533,0.583,0.245,3.072
0.567,0.6306,0.2974,3.116
0.6,0.5866,0.2284,3.464
0.633,0.6512,0.259,2.54
0.667,0.6144,0.2485,3.705
0.7,0.1909,0.4807,3.43
0.733,0.2262,0.4777,3.651
0.767,0.2416,0.5145,3.597
0.8,0.2034,0.497,3.705
0.833,0.1999,0.5579,4.344
0.867,0.2084,0.4863,3.256
0.9,0.2067,0.4878,3.834
0.933,0.2333,0.5054,3.302
0.967,0.2575,0.544,2.97
1.0,0.2524,0.51,3.591
1.033,0.234,0.4741,3.552
1.067,0.3629,0.8186,3.979
1.1,0.3726,0.7895,3.773
1.133,0.4427,0.7878,3.455
1.167,0.3906,0.7896,3.24
1.2,0.3857,0.8012,2.869
1.233,0.4037,0.799,3.513
1.267,0.3858,0.7956,3.321
1.3,0.3918,0.745,3.347
1.333,0.3386,0.7872,3.562
1.367,0.4079,0.7858,3.988
1.4,0.3067,0.9106,2.958
1.433,0.2801,0.8818,3.384
1.467,0.3095,0.9508,3.137
1.5,0.341,0.8835,3.046
1.533,0.322,0.9261,3.594
1.567,0.3224,0.9216,3.243
1.6,0.3016,0.9417,3.664
1.633,0.3463,0.897,3.373
1.667,0.3195,0.8549,3.695
1.7,0.2552,0.9189,3.9
1.733,0.3009,0.9067,2.653
1.767,0.3194,0.873,4.304
1.8,0.2937,0.9084,4.179
1.833,0.2887,0.8686,2.92
1.867,0.3101,0.8582,3.752
1.9,0.3334,0.9359,3.993
1.933,0.3349,0.8849,3.456
1.967,0.307,0.9365,3.439
2.0,0.2956,0.8739,4.067
2.033,0.2905,0.92,4.146
2.067,0.2972,0.9157,2.986
2.1,0.3216,0.9045,3.475
2.133,0.2891,0.9061,3.483
2.167,0.2923,0.9106,3.344
2.2,0.318,0.8974,3.933
2.233,0.3003,0.9262,3.339
2.267,0.3272,0.3758,3.56
2.3,0.3303,0.3937,3.358
2.333,0.3181,0.3694,3.203
2.367,0.2797,0.354,2.958
2.4,0.2908,0.3756,3.93
2.433,0.2781,0.3698,3.759
2.467,0.3449,0.4031,3.521
2.5,0.2998,0.3653,3.548
2.533,0.3042,0.3944,3.216
2.567,0.3485,0.3529,4.359
2.6,0.293,0.3498,3.748
2.633,0.3341,0.3286,4.222
2.667,0.2719,0.3702,3.993
2.7,0.3343,0.38,3.374
2.733,0.3386,0.328,2.867
2.767,0.3277,0.3971,3.586
2.8,0.3054,0.3763,3.594
2.833,0.288,0.3507,3.21
2.867,0.3318,0.4006,3.751
2.9,0.33,0.3987,3.321
2.933,0.3429,0.392,3.29
2.967,0.2897,0.3964,3.395
3.0,0.3427,0.3756,3.575
3.033,0.3038,0.4024,3.147
3.067,0.3409,0.3613,3.527
3.1,0.2953,0.3713,4.327
3.133,0.326,0.408,3.561
3.167,0.3591,0.3186,3.32
3.2,0.9556,0.2455,2.428
3.233,0.8874,0.2217,3.656
3.267,0.9321,0.2368,4.289
3.3,0.9523,0.2566,2.701
3.333,0.958,0.2322,3.552
3.367,0.9624,0.2462,4.473
3.4,0.7873,0.3619,3.932
3.433,0.7696,0.3385,4.287
3.467,0.7763,0.3993,3.221
3.5,0.7872,0.3725,3.693
3.533,0.7981,0.3599,2.978
3.567,0.8209,0.3266,3.766
3.6,0.7926,0.392,3.371
3.633,0.7903,0.3628,3.883
3.667,0.82,0.3767,3.486
3.7,0.7445,0.3365,2.963
3.733,0.7304,0.3472,3.504
3.767,0.7607,0.3298,4.331
3.8,0.7817,0.381,4.232
3.833,0.8019,0.3454,3.78
3.867,0.4601,0.3076,3.325
3.9,0.4651,0.3212,4.122
3.933,0.4786,0.3494,3.67
3.967,0.5159,0.2981,3.451
4.0,0.4563,0.3291,3.544
4.033,0.4924,0.3468,3.483
4.067,0.4757,0.3161,3.159
4.1,0.4611,0.3144,3.508
4.133,0.451,0.3288,3.789
4.167,0.4644,0.3275,3.23
4.2,0.4397,0.3486,3.415
4.233,0.4782,0.305,3.472
4.267,0.4779,0.3385,3.23
4.3,0.4783,0.3266,2.888
4.333,0.4909,0.307,2.813
4.367,0.4979,0.2968,3.475
4.4,0.4637,0.3514,4.014
4.433,0.4812,0.3151,3.432
4.467,0.4445,0.3257,2.597
4.5,0.4445,0.3257,3.574
4.533,0.4445,0.3257,3.153
