t,x,y,pupil
0.0,0.0,0.5397,3.441
0.033,0.0,0.536,3.492
0.067,0.0,0.5013,4.3
0.1,0.0104,0.4955,3.544
0.133,0.0409,0.4998,3.45
0.167,0.0,0.4947,3.233
0.2,0.0205,0.4763,3.582
0.233,0.0,0.4893,3.491
0.267,0.0062,0.5076,3.365
0.3,0.0,0.4946,3.651
0.333,0.0,0.4911,3.354
0.367,0.0054,0.5399,3.453
0.4,0.0376,0.5303,3.405
0.433,0.0101,0.5294,3.622
0.467,0.0,0.4898,3.011
0.5,0.0071,0.5088,4.106
0.533,0.0,0.4976,3.317
0.567,0.0,0.4899,4.062
0.6,0.0079,0.4602,3.938
0.633,0.0,0.4842,3.671
0.667,0.0,0.4889,3.56
0.7,0.0,0.5107,2.921
0.733,0.0036,0.4826,2.977
0.767,0.0,0.4878,3.696
0.8,0.0,0.4853,2.467
0.833,0.0056,0.4601,3.798
0.867,0.0,0.5085,3.068
0.9,0.6029,0.5508,3.649
0.933,0.5996,0.5001,3.213
0.967,0.5883,0.5632,3.199
1.0,0.5823,0.5521,3.071
1.033,0.6,0.5198,4.022
1.067,0.6064,0.5367,3.514
1.1,0.6428,0.5324,3.739
1.133,0.5776,0.5196,3.794
1.167,0.6131,0.5202,4.029
1.2,0.5963,0.5316,3.585
1.233,0.597,0.5084,3.412
1.267,0.5767,0.4795,2.905
1.3,0.5877,0.5115,3.72
1.333,0.5805,0.5369,4.106
1.367,0.6299,0.567,3.017
1.4,0.5988,0.5526,3.145
1.433,0.5869,0.4837,2.612
1.467,0.6018,0.5439,3.491
1.5,0.5914,0.5183,3.065
1.533,0.5712,0.5104,4.329
1.567,0.5737,0.5315,3.552
1.6,0.6038,0.5197,3.087
1.633,0.6239,0.5262,2.668
1.667,0.6535,0.5454,3.27
1.7,0.596,0.54,4.005
1.733,0.5823,0.5106,3.849
1.767,0.5928,0.5383,4.003
1.8,0.6377,0.5169,2.689
1.833,0.5717,0.5446,3.959
1.867,0.4007,0.5276,3.645
1.9,0.4162,0.5295,4.098
1.933,0.3961,0.5403,3.965
1.967,0.4212,0.5615,3.074
2.0,0.3759,0.5362,3.622
2.033,0.3907,0.5784,3.207
2.067,0.3818,0.5609,3.053
2.1,0.3571,0.4916,4.015
2.133,0.3693,0.5388,3.623
2.167,0.3925,0.5288,3.144
2.2,0.422,0.514,3.461
2.233,0.4077,0.537,2.993
2.267,0.389,0.5454,3.287
2.3,0.3762,0.5438,3.268
2.333,0.4114,0.5339,3.796
2.367,0.3912,0.5364,2.828
2.4,0.394,0.5508,3.861
2.433,0.3784,0.5508,3.043
2.467,0.3962,0.5292,4.201
2.5,0.3923,0.5319,3.269
2.533,0.4164,0.5265,3.347
2.567,0.7008,0.2262,3.423
2.6,0.7324,0.2214,4.211
2.633,0.7404,0.2188,3.807
2.667,0.7252,0.2197,3.408
2.7,0.7289,0.2114,3.412
2.733,0.7285,0.2273,3.143
2.767,0.7034,0.2406,3.984
2.8,0.7597,0.216,2.843
2.833,0.7075,0.2393,3.987
2.867,0.7426,0.2124,4.387
2.9,0.7142,0.2186,3.928
2.933,0.745,0.2229,3.872
2.967,0.7309,0.2526,4.004
3.0,0.7444,0.184,3.248
3.033,0.7141,0.2552,3.885
3.067,0.7443,0.2098,2.517
3.1,0.7216,0.2268,3.325
3.133,0.7437,0.2152,3.589
3.167,0.7329,0.2156,3.448
3.2,0.7355,0.2505,4.28
3.233,0.7327,0.216,3.078
3.267,0.7287,0.1983,3.195
3.3,0.6879,0.2093,3.583
3.333,0.707,0.2445,3.221
3.367,0.72,0.2088,3.359
3.4,0.7213,0.234,3.509
3.433,0.7354,0.1863,3.511
3.467,0.3902,0.4599,3.751
3.5,0.3721,0.4636,3.509
3.533,0.4072,0.4694,3.575
3.567,0.3737,0.5002,3.143
3.6,0.408,0.4757,3.605
3.633,0.4141,0.5026,3.797
3.667,0.3925,0.4501,3.218
3.7,0.3486,0.4579,3.708
3.733,0.3897,0.5059,4.073
3.767,0.3918,0.4584,3.704
3.8,0.3901,0.4707,3.431
3.833,0.3501,0.4829,3.263
3.867,0.3524,0.4749,3.463
3.9,0.4044,0.4403,3.096
3.933,0.3927,0.5065,3.661
3.967,0.3771,0.4496,3.432
4.0,0.3912,0.4899,3.077
4.033,0.3881,0.4788,4.281
4.067,0.3831,0.4539,4.227
4.1,0.3957,0.4828,3.468
4.133,0.3425,0.4777,3.222
4.167,0.3657,0.4198,2.895
4.2,0.3448,0.4805,4.139
4.233,0.3774,0.4452,3.446
4.267,0.3836,0.4637,3.11
4.3,0.3877,0.4719,3.066
4.333,0.4228,0.4866,3.869
4.367,0.351,0.4687,3.491
4.4,0.3788,0.4493,3.148
4.433,0.3805,0.4783,3.358
4.467,0.3921,0.474,2.895
4.5,0.3813,0.4585,3.126
4.533,0.735,0.412,3.584
4.567,0.7814,0.4251,4.31
4.6,0.7112,0.4308,3.425
4.633,0.7619,0.4113,3.123
4.667,0.7588,0.4046,3.465
4.7,0.7536,0.398,3.278
4.733,0.7502,0.4131,3.717
4.767,0.7996,0.4278,4.065
4.8,0.7732,0.4096,3.055
4.833,0.8107,0.4032,3.183
4.867,0.7786,0.3904,2.837
4.9,0.7356,0.3881,3.456
4.933,0.7322,0.4086,3.719
4.967,0.7733,0.391,3.279
5.0,0.7499,0.4193,3.58
5.033,0.7594,0.4386,4.143
5.067,0.7619,0.3971,3.241
5.1,0.7375,0.4119,3.995
5.133,0.7581,0.4203,3.598
5.167,0.7346,0.3883,4.407
5.2,0.7525,0.3977,3.085
5.233,0.7566,0.402,3.472
5.267,0.7855,0.4235,3.824
5.3,0.7928,0.3718,2.643
5.333,0.7638,0.415,3.07
5.367,0.7452,0.3914,3.744
5.4,0.7736,0.3931,3.399
5.433,0.7586,0.3958,3.755
5.467,0.7735,0.3597,3.51
5.5,0.7714,0.384,3.358
5.533,0.4895,0.7551,3.822
5.567,0.4861,0.77,3.575
5.6,0.4225,0.7678,3.017
5.633,0.4593,0.8074,3.341
5.667,0.4654,0.8232,2.808
5.7,0.5073,0.7661,2.756
5.733,0.4714,0.776,3.143
5.767,0.4762,0.7781,3.228
5.8,0.4561,0.8037,2.849
5.833,0.4744,0.8103,3.923
5.867,0.4644,0.7947,3.776
5.9,0.4754,0.8162,3.495
5.933,0.4857,0.7756,2.791
5.967,0.4634,0.8147,3.588
6.0,0.4542,0.8139,3.434
6.033,0.4656,0.7896,3.286
6.067,0.4759,0.7744,2.768
6.1,0.4414,0.8043,3.543
6.133,0.4815,0.8395,3.958
6.167,0.4528,0.7738,3.511
6.2,0.4678,0.8023,3.076
6.233,0.4418,0.7811,3.633
6.267,0.5012,0.7811,3.392
6.3,0.4602,0.8411,2.827
6.333,0.4747,0.7581,3.54
6.367,0.4915,0.7913,3.818
6.4,0.4954,0.7861,3.418
6.433,0.4891,0.7785,3.111
6.467,0.4927,0.7887,2.562
6.5,0.4594,0.8071,3.494
6.533,0.456,0.7862,3.42
6.567,0.4804,0.8047,3.204
6.6,0.4568,0.7614,3.659
6.633,0.4755,0.7977,3.965
6.667,0.5036,0.7866,3.432
6.7,0.4568,0.8181,3.163
6.733,0.4478,0.826,3.69
6.767,0.4784,0.7525,3.894
6.8,0.1972,0.2952,3.409
6.833,0.2504,0.2872,3.271
6.867,0.2146,0.2626,3.047
6.9,0.2237,0.2762,3.804
6.933,0.2685,0.2768,3.317
6.967,0.2297,0.2764,2.782
7.0,0.2322,0.3013,4.207
7.033,0.2398,0.3273,3.548
7.067,0.1945,0.2795,4.01
7.1,0.236,0.3164,3.058
7.133,0.2039,0.2919,3.847
7.167,0.2235,0.3085,3.393
7.2,0.2613,0.2998,3.407
7.233,0.2318,0.2875,4.141
7.267,0.2342,0.2912,3.651
7.3,0.2274,0.302,3.114
7.333,0.2313,0.302,3.958
7.367,0.2479,0.3033,3.508
7.4,0.2183,0.3115,4.674
7.433,0.4887,0.097,3.082
7.467,0.5436,0.0731,4.126
7.5,0.5156,0.0998,3.564
7.533,0.524,0.064,3.657
7.567,0.5573,0.0967,4.065
7.6,0.5614,0.0903,4.005
7.633,0.5605,0.069,4.391
7.667,0.5362,0.0836,3.391
7.7,0.5496,0.1034,3.847
7.733,0.5778,0.0753,4.002
7.767,0.5586,0.0613,3.558
7.8,0.6001,0.1041,3.758
7.833,0.5394,0.0591,3.828
7.867,0.5475,0.0694,3.718
7.9,0.5518,0.0779,3.462
7.933,0.5466,0.0844,3.78
7.967,0.5518,0.096,3.676
8.0,0.544,0.0753,3.321
8.033,0.5354,0.0727,3.479
8.067,0.5935,0.0777,3.111
8.1,0.5689,0.0582,3.462
8.133,0.5593,0.1281,3.264
8.167,0.5527,0.0726,3.207
8.2,0.4121,0.1672,3.654
8.233,0.397,0.1791,3.503
8.267,0.3491,0.1972,3.124
8.3,0.3643,0.1556,3.819
8.333,0.381,0.1909,4.512
8.367,0.3762,0.1667,3.578
8.4,0.3733,0.1879,3.862
8.433,0.411,0.156,3.323
8.467,0.3723,0.1656,3.554
8.5,0.3918,0.151,2.666
8.533,0.4241,0.156,3.832
8.567,0.3834,0.1998,4.148
8.6,0.396,0.1795,3.484
8.633,0.3968,0.1855,3.418
8.667,0.3747,0.1735,3.941
8.7,0.3983,0.188,3.694
8.733,0.3735,0.1625,3.778
8.767,0.4076,0.1912,3.821
8.8,0.3841,0.176,4.349
8.833,0.352,0.1909,3.604
8.867,0.4107,0.1524,3.223
8.9,0.3709,0.1795,3.685
8.933,0.373,0.1749,3.723
8.967,0.398,0.1902,3.237
9.0,0.3492,0.172,3.618
9.033,0.376,0.1849,3.642
9.067,0.4248,0.2092,3.948
9.1,0.362,0.1925,3.309
9.133,0.4117,0.1982,3.957
9.167,0.5053,0.2563,4.161
9.2,0.4875,0.2501,2.79
9.233,0.5004,0.24,3.102
9.267,0.5029,0.2365,3.315
9.3,0.5009,0.2036,3.354
9.333,0.4899,0.2768,3.204
9.367,0.4834,0.2679,4.05
9.4,0.4753,0.2251,2.982
9.433,0.481,0.261,2.81
9.467,0.5103,0.2381,3.202
9.5,0.5011,0.2594,3.679
9.533,0.4898,0.2618,3.471
9.567,0.4883,0.2517,3.855
9.6,0.4937,0.2675,3.836
9.633,0.497,0.2281,3.332
9.667,0.5029,0.2628,3.972
9.7,0.5158,0.2007,3.274
9.733,0.49,0.2362,3.827
9.767,0.4669,0.2846,3.391
9.8,0.4661,0.248,3.42
9.833,0.4892,0.2262,3.145
9.867,0.4937,0.2721,3.584
9.9,0.4894,0.2432,3.646
9.933,0.4868,0.2553,3.759
9.967,0.4674,0.2466,3.54
10.0,0.4739,0.2313,3.426
10.033,0.5516,0.2516,3.9
10.067,0.4634,0.2525,2.871
10.1,0.4904,0.266,3.616
10.133,0.4778,0.2447,4.292
10.167,0.488,0.2476,3.851
10.2,0.5011,0.2233,3.043
10.233,0.4823,0.2266,3.148
10.267,0.4743,0.2153,3.215
10.3,0.4937,0.2838,3.903
10.333,0.4554,0.248,3.85
10.367,0.4804,0.2565,3.934
10.4,0.4357,0.4894,3.135
10.433,0.3915,0.4946,3.117
10.467,0.415,0.4778,4.293
10.5,0.4022,0.5114,3.471
10.533,0.3839,0.465,3.7
10.567,0.4289,0.4856,3.808
10.6,0.4324,0.4816,3.298
10.633,0.4307,0.4825,3.248
10.667,0.4243,0.4735,3.425
10.7,0.3923,0.4351,3.924
10.733,0.4461,0.4361,2.806
10.767,0.3755,0.4875,3.443
10.8,0.4168,0.4867,3.905
